ASX Code,Company Name,Link,Market Cap,Last trade,Change,%Change,Sector
HIQ,HitIQ Limited (ASX:HIQ),https://www.listcorp.com/asx/hiq/hitiq-limited,"	8274560",0.019,0,5.56,Health Care
AJL,AJ Lucas Group (ASX:AJL),https://www.listcorp.com/asx/ajl/aj-lucas,"	8254380",0.006,0,0,Industrials
EDE,Eden Innovations Ltd (ASX:EDE),https://www.listcorp.com/asx/ede/eden-innovations,"	8219760",0.002,0,0,Energy
DWG,DataWorks Group Limited (ASX:DWG),https://www.listcorp.com/asx/dwg/dataworks-group-limited,"	8177920",0.08,0,0,Information Technology
KNI,Kuniko Limited (ASX:KNI),https://www.listcorp.com/asx/kni/kuniko-limited,"	8083960",0.096,0,3.23,Materials
BCB,Bowen Coking Coal Limited (ASX:BCB),https://www.listcorp.com/asx/bcb/bowen-coking-coal-limited,"	8081820",0.075,0,0,Materials
VKA,Viking Mines Limited (ASX:VKA),https://www.listcorp.com/asx/vka/viking-mines-limited,"	8063690",0.006,0,0,Materials
INF,Infinity Lithium Corporation Limited (ASX:INF),https://www.listcorp.com/asx/inf/infinity-lithium-corporation-limited,"	8034070",0.015,0,-11.76,Materials
ASR,Asra Minerals Limited (ASX:ASR),https://www.listcorp.com/asx/asr/asra-minerals-limited,"	8000400",0.002,0,0,Materials
KNO,Knosys Limited (ASX:KNO),https://www.listcorp.com/asx/kno/knosys-limited,"	7997130",0.037,0,0,Information Technology
LPM,Lithium Plus Minerals Ltd (ASX:LPM),https://www.listcorp.com/asx/lpm/lithium-plus-minerals-ltd,"	7970400",0.065,0,8.33,Materials
RLG,RooLife Group Ltd (ASX:RLG),https://www.listcorp.com/asx/rlg/roolife-group-ltd,"	7963910",0.005,0,0,Communication Services
MNC,Merino & Co Limited (ASX:MNC),https://www.listcorp.com/asx/mnc/merino-and-co-limited,"	7961490",0.15,0,0,Consumer Discretionary
MRI,My Rewards International Limited (ASX:MRI),https://www.listcorp.com/asx/mri/my-rewards-international-limited,"	7957550",0.009,0,0,Industrials
HMI,Hiremii Limited (ASX:HMI),https://www.listcorp.com/asx/hmi/hiremii-limited,"	7944230",0.054,0,0,Industrials
BTM,Breakthrough Mineral Limited (ASX:BTM),https://www.listcorp.com/asx/btm/breakthrough-mineral-limited,"	7908630",0.125,0.01,8.7,Materials
KM1,Kali Metals Limited (ASX:KM1),https://www.listcorp.com/asx/km1/kali-metals-limited,"	7870510",0.105,0.01,10.53,Materials
ADR,Adherium Limited (ASX:ADR),https://www.listcorp.com/asx/adr/adherium-limited,"	7865830",0.005,0,0,Health Care
NFL,Norfolk Metals Limited (ASX:NFL),https://www.listcorp.com/asx/nfl/norfolk-metals-limited,"	7806140",0.155,0,3.33,Materials
GLE,GLG Corp (ASX:GLE),https://www.listcorp.com/asx/gle/glg-corp,"	7780500",0.105,0,0,Consumer Discretionary
LYK,Yugo Metals Limited (ASX:LYK),https://www.listcorp.com/asx/lyk/yugo-metals-limited,"	7769670",0.033,0,0,Materials
BUR,Burley Minerals Ltd (ASX:BUR),https://www.listcorp.com/asx/bur/burley-minerals-ltd,"	7735030",0.042,0,0,Materials
QETH,Betashares Ethereum ETF (ASX:QETH),https://www.listcorp.com/asx/qeth/betashares-ethereum-etf,"	7714200",40.615,1.06,2.67,Unclassified
MPP,Metro Performance Glass (ASX:MPP),https://www.listcorp.com/asx/mpp/metro-performance-glass,"	7600500",0.041,0,0,Industrials
PR2,Piche Resources Limited (ASX:PR2),https://www.listcorp.com/asx/pr2/piche-resources-limited,"	7597530",0.091,0,0,Unclassified
14D,1414 Degrees Limited (ASX:14D),https://www.listcorp.com/asx/14d/1414-degrees-limited,"	7582250",0.025,0,-3.85,Industrials
EOF,Ecofibre Limited (ASX:EOF),https://www.listcorp.com/asx/eof/ecofibre-limited,"	7577480",0.02,0,0,Health Care
5EA,"5E Advanced Materials, Inc (ASX:5EA)",https://www.listcorp.com/asx/5ea/5e-advanced-materials-inc,"	7572320",0.515,0,0,Materials
GIB,Gibb River Diamonds Limited (ASX:GIB),https://www.listcorp.com/asx/gib/gibb-river-diamonds-limited,"	7507830",0.032,0,-8.57,Materials
LU7,Lithium Universe Limited (ASX:LU7),https://www.listcorp.com/asx/lu7/lithium-universe-limited,"	7487840",0.008,0,0,Materials
WSI,Weststar Industrial Limited (ASX:WSI),https://www.listcorp.com/asx/wsi/weststar-industrial-limited,"	7468380",0.058,0,0,Materials
TMS,Tennant Minerals Limited (ASX:TMS),https://www.listcorp.com/asx/tms/tennant-minerals-limited,"	7461230",0.006,0,-14.29,Materials
RR1,Reach Resources Limited (ASX:RR1),https://www.listcorp.com/asx/rr1/reach-resources-limited,"	7432670",0.008,0,-5.88,Materials
ERL,Empire Resources Limited (ASX:ERL),https://www.listcorp.com/asx/erl/empire-resources-limited,"	7419570",0.005,0,0,Materials
ITEK,iShares Future Tech Innovators ETF (ASX:ITEK),https://www.listcorp.com/asx/itek/ishares-future-tech-innovators-etf,"	7406920",30.77,-0.09,-0.29,Unclassified
EVE,Eve Health Group Limited (ASX:EVE),https://www.listcorp.com/asx/eve/eve-health-group-limited,"	7386300",0.032,0,6.67,Consumer Staples
C1X,Cosmos Exploration Limited (ASX:C1X),https://www.listcorp.com/asx/c1x/cosmos-exploration-limited,"	7375730",0.07,0,2.94,Materials
ACR,Acrux Limited (ASX:ACR),https://www.listcorp.com/asx/acr/acrux,"	7366740",0.018,0,0,Health Care
NME,Nex Metals Explorations (ASX:NME),https://www.listcorp.com/asx/nme/nex-metals-explorations,"	7350330",0.021,0,-4.55,Materials
SCT,Scout Security Limited (ASX:SCT),https://www.listcorp.com/asx/sct/scout-security-limited,"	7346960",0.52003,0,0,Consumer Discretionary
LHM,Land and Homes Group Limited (ASX:LHM),https://www.listcorp.com/asx/lhm/land-and-homes-group-limited,"	7345720",0.007,0,0,Real Estate
SCP,Scalare Partners Holdings Limited (ASX:SCP),https://www.listcorp.com/asx/scp/scalare-partners-holdings-limited,"	7321130",0.17,-0.01,-2.86,Consumer Staples
AD1,AdNeo Limited (ASX:AD1),https://www.listcorp.com/asx/ad1/adneo-limited,"	7320350",0.052,0,4,Communication Services
PFM,Platformo Ltd (ASX:PFM),https://www.listcorp.com/asx/pfm/platformo-ltd,"	7307940",0.077,0,0,Information Technology
AUG,Augustus Minerals Limited (ASX:AUG),https://www.listcorp.com/asx/aug/augustus-minerals-limited,"	7307700",0.045,0,4.65,Materials
AMS,Atomos Limited (ASX:AMS),https://www.listcorp.com/asx/ams/atomos-limited,"	7290110",0.006,0,0,Consumer Discretionary
TAT,Tartana Minerals Limited (ASX:TAT),https://www.listcorp.com/asx/tat/tartana-minerals-limited,"	7280960",0.036,0,5.88,Materials
VRL,Verity Resources Limited (ASX:VRL),https://www.listcorp.com/asx/vrl/verity-resources-limited,"	7265010",0.026,0,0,Materials
SW1,Swift Networks Group Limited (ASX:SW1),https://www.listcorp.com/asx/sw1/swift-networks-group-limited,"	7257920",0.008,0,0,Communication Services
ENX,Enegex Limited (ASX:ENX),https://www.listcorp.com/asx/enx/enegex-limited,"	7237520",0.019,0,0,Materials
LCL,LCL Resources Limited (ASX:LCL),https://www.listcorp.com/asx/lcl/lcl-resources-limited,"	7195540",0.006,0,0,Materials
DAL,Dalaroo Metals Ltd (ASX:DAL),https://www.listcorp.com/asx/dal/dalaroo-metals-ltd,"	7194650",0.028,0,0,Materials
UBI,Universal Biosensors Inc (ASX:UBI),https://www.listcorp.com/asx/ubi/universal-biosensors,"	7153620",0.024,0,0,Health Care
THR,Thor Energy Plc (ASX:THR),https://www.listcorp.com/asx/thr/thor-energy-plc,"	7107900",0.009,0,-10,Materials
SIV,SIV Capital Limited (ASX:SIV),https://www.listcorp.com/asx/siv/siv-capital-limited,"	7102930",0.15,0,0,Industrials
QEM,QEM Limited (ASX:QEM),https://www.listcorp.com/asx/qem/qem-limited,"	7092010",0.029,0,-3.33,Materials
CMO,Cosmo Metals Limited (ASX:CMO),https://www.listcorp.com/asx/cmo/cosmo-metals-limited,"	7086980",0.022,0,0,Materials
FCAP,Fidelity Global Future Leaders Active ETF (ASX:FCAP),https://www.listcorp.com/asx/fcap/fidelity-global-future-leaders-active-etf,"	7080000",11.72,-0.08,-0.68,Unclassified
SRI,Sipa Resources Limited (ASX:SRI),https://www.listcorp.com/asx/sri/sipa-resources-limited,"	7078770",0.017,0,0,Materials
EG1,Evergreen Lithium Limited (ASX:EG1),https://www.listcorp.com/asx/eg1/evergreen-lithium-limited,"	7058030",0.03,0,0,Materials
GRE,Greentech Metals Limited (ASX:GRE),https://www.listcorp.com/asx/gre/greentech-metals-limited,"	7030500",0.06,0,-3.23,Materials
X2M,X2M Connect Limited (ASX:X2M),https://www.listcorp.com/asx/x2m/x2m-connect-limited,"	6960910",0.014,0,-12.5,Information Technology
JHPI,JPMorgan Equity Premium Income Active ETF (Managed Fund) (Hedged) (ASX:JHPI),https://www.listcorp.com/asx/jhpi/jpmorgan-equity-premium-income-active-etf-managed-fund-hedged,"	6929290",51.12,-0.15,-0.29,Unclassified
VMG,VDM Group Limited (ASX:VMG),https://www.listcorp.com/asx/vmg/vdm-group-limited,"	6927660",0.001,0,0,Industrials
RFT,Rectifier Technologies Ltd (ASX:RFT),https://www.listcorp.com/asx/rft/rectifier-technologies-ltd,"	6909920",0.005,0,0,Industrials
YAR,Yari Minerals Limited (ASX:YAR),https://www.listcorp.com/asx/yar/yari-minerals-limited,"	6894640",0.01,0,0,Materials
NYM,Narryer Metals Limited (ASX:NYM),https://www.listcorp.com/asx/nym/narryer-metals-limited,"	6866140",0.035,0,-10.26,Materials
M2M,Mt Malcolm Mines NL (ASX:M2M),https://www.listcorp.com/asx/m2m/mt-malcolm-mines-nl,"	6834960",0.023,0,4.55,Materials
GLA,Gladiator Resources Ltd (ASX:GLA),https://www.listcorp.com/asx/gla/gladiator-resources,"	6824670",0.01,0,11.11,Materials
GTE,Great Western Exploration Limited (ASX:GTE),https://www.listcorp.com/asx/gte/great-western-exploration-limited,"	6813100",0.012,0,0,Materials
EM2,Eagle Mountain Mining Limited (ASX:EM2),https://www.listcorp.com/asx/em2/eagle-mountain-mining-limited,"	6810220",0.007,0,16.67,Materials
ICR,Intelicare Holdings Limited (ASX:ICR),https://www.listcorp.com/asx/icr/intelicare-holdings-limited,"	6806630",0.013,0,-7.14,Health Care
BYH,Bryah Resources Limited (ASX:BYH),https://www.listcorp.com/asx/byh/bryah-resources-limited,"	6789680",0.007,0,0,Materials
NRX,Noronex Limited (ASX:NRX),https://www.listcorp.com/asx/nrx/noronex-limited,"	6786340",0.013,0,8.33,Materials
TX3,Trinex Minerals Limited (ASX:TX3),https://www.listcorp.com/asx/tx3/trinex-minerals-limited,"	6768810",0.145,0,0,Materials
IXC,Invex Therapeutics Limited (ASX:IXC),https://www.listcorp.com/asx/ixc/invex-therapeutics-limited,"	6763850",0.09,0,0,Health Care
NPM,New Peak Metals Limited (ASX:NPM),https://www.listcorp.com/asx/npm/new-peak-metals-limited,"	6763510",0.025,0,19.05,Materials
HLX,Helix Resources Limited (ASX:HLX),https://www.listcorp.com/asx/hlx/helix-resources-limited,"	6728390",0.001,0,-50,Materials
AXP,AXP Energy Limited (ASX:AXP),https://www.listcorp.com/asx/axp/axp-energy-limited,"	6684680",0.001,0,0,Energy
PR1,Pure Resources Limited (ASX:PR1),https://www.listcorp.com/asx/pr1/pure-resources-limited,"	6671280",0.145,0,0,Materials
CDR,Codrus Minerals Limited (ASX:CDR),https://www.listcorp.com/asx/cdr/codrus-minerals-limited,"	6615500",0.03,0,-6.25,Materials
AX8,Accelerate Resources Limited (ASX:AX8),https://www.listcorp.com/asx/ax8/accelerate-resources-limited,"	6537510",0.008,0,0,Materials
RMBS,VanEck Australian RMBS ETF (ASX:RMBS),https://www.listcorp.com/asx/rmbs/vaneck-australian-rmbs-etf,"	6523800",25.07,-0.02,-0.08,Unclassified
NES,Nelson Resources Limited (ASX:NES),https://www.listcorp.com/asx/nes/nelson-resources-limited,"	6515780",0.003,0,0,Materials
LNU,Linius Technologies Limited (ASX:LNU),https://www.listcorp.com/asx/lnu/linius-technologies-limited,"	6501220",0.001,0,0,Information Technology
SIS,Simble Solutions Limited (ASX:SIS),https://www.listcorp.com/asx/sis/simble-solutions-limited,"	6493980",0.006,0,0,Information Technology
BMM,Bayan Mining and Minerals Limited (ASX:BMM),https://www.listcorp.com/asx/bmm/bayan-mining-and-minerals-limited,"	6486190",0.064,0,1.59,Materials
PUR,Pursuit Minerals Limited (ASX:PUR),https://www.listcorp.com/asx/pur/pursuit-minerals-limited,"	6482710",0.065,0,0,Materials
KNM,Kneomedia Limited (ASX:KNM),https://www.listcorp.com/asx/knm/kneomedia-limited,"	6464250",0.001841,0,0,Communication Services
SRN,Surefire Resources NL (ASX:SRN),https://www.listcorp.com/asx/srn/surefire-resources-nl,"	6457220",0.002,0,0,Materials
LOM,Lucapa Diamond Company Limited (ASX:LOM),https://www.listcorp.com/asx/lom/lucapa-diamond-company-limited,"	6450370",0.014,0,0,Materials
KGD,Kula Gold Limited (ASX:KGD),https://www.listcorp.com/asx/kgd/kula-gold-limited,"	6448780",0.007,0,0,Materials
XGL,Xamble Group Limited (ASX:XGL),https://www.listcorp.com/asx/xgl/xamble-group-limited,"	6441270",0.019,0,0,Communication Services
MOZ,Mosaic Brands Limited (ASX:MOZ),https://www.listcorp.com/asx/moz/mosaic-brands-limited,"	6426230",0.036,0,0,Consumer Discretionary
KOB,Koba Resources Limited (ASX:KOB),https://www.listcorp.com/asx/kob/koba-resources-limited,"	6375730",0.035,0,2.94,Materials
GLL,Galilee Energy Limited (ASX:GLL),https://www.listcorp.com/asx/gll/galilee-energy-limited,"	6364740",0.009,0,0,Energy
LSR,Lodestar Minerals Limited (ASX:LSR),https://www.listcorp.com/asx/lsr/lodestar-minerals-limited,"	6361450",0.017,0,6.25,Materials
PRX,Prodigy Gold NL (ASX:PRX),https://www.listcorp.com/asx/prx/prodigy-gold-nl,"	6350110",0.0025,0,25,Materials
REY,Rey Resources Limited (ASX:REY),https://www.listcorp.com/asx/rey/rey-resources-limited,"	6346830",0.03,0,0,Energy
TMX,Terrain Minerals Limited (ASX:TMX),https://www.listcorp.com/asx/tmx/terrain-minerals-limited,"	6329540",0.0025,0,0,Materials
DGR,DGR Global Limited (ASX:DGR),https://www.listcorp.com/asx/dgr/dgr-global-limited,"	6262180",0.006,0,0,Materials
CPO,Culpeo Minerals Limited (ASX:CPO),https://www.listcorp.com/asx/cpo/culpeo-minerals-limited,"	6247950",0.011,0,-8.33,Materials
APL,Associate Global Partners Limited (ASX:APL),https://www.listcorp.com/asx/apl/associate-global-partners-limited,"	6214170",0.11,0,0,Financials
TRI,TrivarX Limited (ASX:TRI),https://www.listcorp.com/asx/tri/trivarx-limited,"	6198260",0.009,0,-10,Health Care
MTL,Mantle Minerals Limited (ASX:MTL),https://www.listcorp.com/asx/mtl/mantle-minerals-limited,"	6197450",0.001,0,0,Materials
ANX,Anax Metals Limited (ASX:ANX),https://www.listcorp.com/asx/anx/anax-metals-limited,"	6179650",0.0075,0,7.14,Materials
CORE,Schroder Global Core Fund - Active ETF (ASX:CORE),https://www.listcorp.com/asx/core/schroder-global-core-fund-active-etf,"	6162000",10.27,0,0,Unclassified
SKUK,Hejaz Sukuk Active ETF (Managed Fund) (ASX:SKUK),https://www.listcorp.com/asx/skuk/hejaz-sukuk-active-etf-managed-fund,"	6154870",1.04,0,0,Unclassified
RGT,Argent Biopharma Limited (ASX:RGT),https://www.listcorp.com/asx/rgt/argent-biopharma-limited,"	6135570",0.079,-0.01,-7.06,Health Care
MGA,MetalsGrove Mining Ltd (ASX:MGA),https://www.listcorp.com/asx/mga/metalsgrove-mining-ltd,"	6114360",0.059,0,1.72,Materials
REM,RemSense Technologies Limited (ASX:REM),https://www.listcorp.com/asx/rem/remsense-technologies-limited,"	6020420",0.036,0,0,Industrials
BFC,Beston Global Food Company (ASX:BFC),https://www.listcorp.com/asx/bfc/beston-global-food-company,"	5991140",0.003,0,0,Consumer Staples
ARC,ARC Funds Limited (ASX:ARC),https://www.listcorp.com/asx/arc/arc-funds-limited,"	5990480",0.105,0,0,Financials
BMG,BMG Resources Limited (ASX:BMG),https://www.listcorp.com/asx/bmg/bmg-resources,"	5910780",0.007,0,0,Materials
ALY,Alchemy Resources Limited (ASX:ALY),https://www.listcorp.com/asx/aly/alchemy-resources-limited,"	5890380",0.006,0,20,Materials
JNO,Juno Minerals Limited (ASX:JNO),https://www.listcorp.com/asx/jno/juno-minerals-limited,"	5858640",0.028,0,0,Materials
EV1,Evolution Energy Minerals Limited (ASX:EV1),https://www.listcorp.com/asx/ev1/evolution-energy-minerals-limited,"	5802410",0.015,0,-6.25,Materials
CML,Connected Minerals Limited (ASX:CML),https://www.listcorp.com/asx/cml/connected-minerals-limited,"	5790150",0.135,0,-3.57,Information Technology
CC9,Chariot Corporation Ltd (ASX:CC9),https://www.listcorp.com/asx/cc9/chariot-corporation-ltd,"	5785880",0.045,0,-4.26,Materials
PIL,Peppermint Innovation Limited (ASX:PIL),https://www.listcorp.com/asx/pil/peppermint-innovation-limited,"	5752720",0.002,0,-20,Information Technology
AER,Aeeris Ltd (ASX:AER),https://www.listcorp.com/asx/aer/aeeris-ltd,"	5744610",0.085,0.01,8.97,Communication Services
PPY,Papyrus Australia Limited (ASX:PPY),https://www.listcorp.com/asx/ppy/papyrus-australia-limited,"	5726820",0.01,0,0,Materials
TAR,Taruga Minerals Limited (ASX:TAR),https://www.listcorp.com/asx/tar/taruga-minerals-limited,"	5710030",0.008,0,0,Materials
ALV,Alvo Minerals Limited (ASX:ALV),https://www.listcorp.com/asx/alv/alvo-minerals-limited,"	5662680",0.027,0,-6.9,Materials
RON,Ronin Resources Ltd (ASX:RON),https://www.listcorp.com/asx/ron/ronin-resources-ltd,"	5652500",0.14,0,0,Materials
OZXX,Global  X  Australia  ex  Financials  & Resources ETF (ASX:OZXX),https://www.listcorp.com/asx/ozxx/global-x-australia-ex-financials-and-resources-etf,"	5642860",11.41,0.13,1.15,Unclassified
FNR,Far Northern Resources Limited (ASX:FNR),https://www.listcorp.com/asx/fnr/far-northern-resources-limited,"	5637220",0.14,0,0,Materials
HJHI,Hejaz High Income Active ETF (ASX:HJHI),https://www.listcorp.com/asx/hjhi/hejaz-high-income-active-etf,"	5633280",1.03,0.01,0.98,Unclassified
AON,Apollo Minerals Limited (ASX:AON),https://www.listcorp.com/asx/aon/apollo-minerals-limited,"	5570740",0.005,0,-16.67,Materials
OLH,Oldfields Holdings Limited (ASX:OLH),https://www.listcorp.com/asx/olh/oldfields-holdings-limited,"	5539540",0.026,0,0,Industrials
AQX,Alice Queen Limited (ASX:AQX),https://www.listcorp.com/asx/aqx/alice-queen-limited,"	5538780",0.004,0,0,Materials
1MC,Morella Corporation Limited (ASX:1MC),https://www.listcorp.com/asx/1mc/morella-corporation-limited,"	5526440",0.015,0,0,Materials
BUS,Bubalus Resources Limited (ASX:BUS),https://www.listcorp.com/asx/bus/bubalus-resources-limited,"	5509250",0.091,-0.01,-5.21,Materials
TEM,Tempest Minerals Limited (ASX:TEM),https://www.listcorp.com/asx/tem/tempest-minerals-limited,"	5508980",0.005,0,0,Materials
I88,Infini Resources Limited (ASX:I88),https://www.listcorp.com/asx/i88/infini-resources-limited,"	5498850",0.1075,0,2.38,Materials
BSA,BSA Limited (ASX:BSA),https://www.listcorp.com/asx/bsa/bsa-limited,"	5496920",0.075,0,2.74,Industrials
VAR,Variscan Mines Limited (ASX:VAR),https://www.listcorp.com/asx/var/variscan-mines-limited,"	5480000",0.007,0,0,Materials
MBK,Metal Bank Limited (ASX:MBK),https://www.listcorp.com/asx/mbk/metal-bank,"	5472050",0.011,0,0,Materials
CGR,CGN Resources Limited (ASX:CGR),https://www.listcorp.com/asx/cgr/cgn-resources-limited,"	5446690",0.065,0,8.33,Materials
ADS,Adslot Limited (ASX:ADS),https://www.listcorp.com/asx/ads/adslot,"	5434660",0.001,0,0,Information Technology
GRL,Godolphin Resources Limited (ASX:GRL),https://www.listcorp.com/asx/grl/godolphin-resources-limited,"	5386480",0.011,0,-8.33,Materials
BLZ,Blaze Minerals Limited (ASX:BLZ),https://www.listcorp.com/asx/blz/blaze-minerals-limited,"	5335390",0.004,0,33.33,Energy
LAT,Latitude 66 Limited (ASX:LAT),https://www.listcorp.com/asx/lat/latitude-66-limited,"	5305830",0.037,0,0,Materials
MDI,Middle Island Resources (ASX:MDI),https://www.listcorp.com/asx/mdi/middle-island-resources,"	5278210",0.019,0,5.56,Materials
IFG,Infocus Group Holdings Limited (ASX:IFG),https://www.listcorp.com/asx/ifg/infocus-group-holdings-limited,"	5254900",0.021,0,16.67,Information Technology
QXR,QX Resources Limited (ASX:QXR),https://www.listcorp.com/asx/qxr/qx-resources-limited,"	5241320",0.005,0,25,Materials
EAT,Entertainment Rewards Ltd (ASX:EAT),https://www.listcorp.com/asx/eat/entertainment-rewards-ltd,"	5235140",0.004,0,0,Communication Services
TEG,Triangle Energy (Global) Limited (ASX:TEG),https://www.listcorp.com/asx/teg/triangle-energy-global-limited,"	5223080",0.003,0,20,Energy
ICN,Icon Energy Limited (ASX:ICN),https://www.listcorp.com/asx/icn/icon-energy-limited,"	5208080",0.006,0,0,Energy
RC1,Redcastle Resources Limited (ASX:RC1),https://www.listcorp.com/asx/rc1/redcastle-resources-limited,"	5204970",0.006,0,-14.29,Materials
OPL,Opyl Limited (ASX:OPL),https://www.listcorp.com/asx/opl/opyl-limited,"	5161140",0.022,0,4.76,Information Technology
RNX,Renegade Exploration Limited (ASX:RNX),https://www.listcorp.com/asx/rnx/renegade-exploration-limited,"	5153450",0.003,0,-25,Materials
HWK,Hawk Resources Limited (ASX:HWK),https://www.listcorp.com/asx/hwk/hawk-resources-limited,"	5147660",0.019,0,0,Materials
PL3,Patagonia Lithium Limited (ASX:PL3),https://www.listcorp.com/asx/pl3/patagonia-lithium-limited,"	5134640",0.045,0,4.65,Materials
SHP,South Harz Potash Ltd (ASX:SHP),https://www.listcorp.com/asx/shp/south-harz-potash-ltd,"	5132250",0.003,0,-25,Materials
IEQ,International Equities Corporation Ltd (ASX:IEQ),https://www.listcorp.com/asx/ieq/international-equities-corporation,"	5128940",0.04,0,0,Real Estate
BIM,Bindi Metals Limited (ASX:BIM),https://www.listcorp.com/asx/bim/bindi-metals-limited,"	5126000",0.1,0.01,13.64,Materials
ITM,iTech Minerals Ltd (ASX:ITM),https://www.listcorp.com/asx/itm/itech-minerals,"	5125060",0.032,0,6.67,Materials
CMB,Cambium Bio Limited (ASX:CMB),https://www.listcorp.com/asx/cmb/cambium-bio-limited,"	5119150",0.275,-0.01,-1.79,Health Care
OZZ,OZZ Resources Limited (ASX:OZZ),https://www.listcorp.com/asx/ozz/ozz-resources-limited,"	5089160",0.055,0,0,Materials
T92,Terra Uranium Limited (ASX:T92),https://www.listcorp.com/asx/t92/terra-uranium-limited,"	5085700",0.036,0,-7.69,Energy
PLN,Pioneer Lithium Limited (ASX:PLN),https://www.listcorp.com/asx/pln/pioneer-lithium-limited,"	5078590",0.135,0.02,17.39,Materials
EMU,Emu NL (ASX:EMU),https://www.listcorp.com/asx/emu/emu-nl,"	5069960",0.024,0,0,Materials
RB6,Rubix Resources Limited (ASX:RB6),https://www.listcorp.com/asx/rb6/rubix-resources-limited,"	5038900",0.082,0,0,Materials
OKJ,Oakajee Corporation (ASX:OKJ),https://www.listcorp.com/asx/okj/oakajee,"	5029530",0.053,0,-3.64,Materials
MQR,Marquee Resources Limited (ASX:MQR),https://www.listcorp.com/asx/mqr/marquee-resources-limited,"	5024720",0.01,0,11.11,Materials
CAQ,CAQ Holdings Limited (ASX:CAQ),https://www.listcorp.com/asx/caq/caq-holdings-limited,"	5024500",0.007,0,0,Real Estate
SMS,Star Minerals Limited (ASX:SMS),https://www.listcorp.com/asx/sms/star-minerals-limited,"	5016780",0.027,0,0,Materials
ZLD,Zelira Therapeutics Limited (ASX:ZLD),https://www.listcorp.com/asx/zld/zelira-therapeutics-limited,"	4996800",0.41,-0.01,-2.38,Health Care
MIO,Macarthur Minerals Limited (ASX:MIO),https://www.listcorp.com/asx/mio/macarthur-minerals-limited,"	4991640",0.025,0,0,Materials
CBY,Canterbury Resources Limited (ASX:CBY),https://www.listcorp.com/asx/cby/canterbury-resources-limited,"	4978580",0.024,0,0,Materials
RCR,Rincon Resources Limited (ASX:RCR),https://www.listcorp.com/asx/rcr/rincon-resources-limited,"	4973560",0.016,0,-5.88,Materials
IPB,IPB Petroleum Limited (ASX:IPB),https://www.listcorp.com/asx/ipb/ipb-petroleum-limited,"	4944820",0.007,0,0,Energy
ZMM,Zimi Limited (ASX:ZMM),https://www.listcorp.com/asx/zmm/zimi-limited,"	4900440",0.01,0,0,Information Technology
G88,Golden Mile Resources Limited (ASX:G88),https://www.listcorp.com/asx/g88/golden-mile-resources-limited,"	4898230",0.01,0,11.11,Materials
EEL,ENRG Elements Limited (ASX:EEL),https://www.listcorp.com/asx/eel/enrg-elements-limited,"	4880670",0.002,0,33.33,Materials
AUA,Audeara Limited (ASX:AUA),https://www.listcorp.com/asx/aua/audeara-limited,"	4858230",0.027,0,0,Consumer Discretionary
AS2,Askari Metals Limited (ASX:AS2),https://www.listcorp.com/asx/as2/askari-metals-limited,"	4850050",0.011,0,-8.33,Materials
DDT,DataDot Technology Limited (ASX:DDT),https://www.listcorp.com/asx/ddt/datadot-technology-limited,"	4843810",0.004,0,0,Consumer Discretionary
BGT,Bio-Gene Technology Limited (ASX:BGT),https://www.listcorp.com/asx/bgt/bio-gene-technology,"	4795550",0.018,0,0,Materials
HPP,Health and Plant Protein Group Limited (ASX:HPP),https://www.listcorp.com/asx/hpp/health-and-plant-protein-group-limited,"	4765940",0.042,0,0,Consumer Staples
AYT,Austin Metals Limited (ASX:AYT),https://www.listcorp.com/asx/ayt/austin-metals-limited,"	4752570",0.003,0,0,Materials
GTH,Gathid Limited (ASX:GTH),https://www.listcorp.com/asx/gth/gathid-limited,"	4743450",0.018,0,0,Information Technology
HPC,The Hydration Pharmaceuticals Company Limited (ASX:HPC),https://www.listcorp.com/asx/hpc/the-hyrdation-pharmaceuticals-company-limited,"	4738810",0.013,0,18.18,Consumer Staples
MHM,Mount Hope Mining Limited (ASX:MHM),https://www.listcorp.com/asx/mhm/mount-hope-mining-limited,"	4731950",0.17,0,0,Unclassified
MHC,Manhattan Corporation Limited (ASX:MHC),https://www.listcorp.com/asx/mhc/manhattan-corporation-limited,"	4697980",0.02,0,0,Materials
SER,Strategic Energy Resources Limited (ASX:SER),https://www.listcorp.com/asx/ser/strategic-energy-resources-limited,"	4697230",0.007,0,0,Materials
L1M,Lightning Minerals Ltd (ASX:L1M),https://www.listcorp.com/asx/l1m/lightning-minerals-ltd,"	4693690",0.04,0,1.27,Materials
ID8,Identitii Limited (ASX:ID8),https://www.listcorp.com/asx/id8/identitii-limited,"	4668080",0.006,0,0,Information Technology
LVE,Love Group Global Limited (ASX:LVE),https://www.listcorp.com/asx/lve/love-group-global-limited,"	4661430",0.115,0,0,Communication Services
ZMI,Zinc of Ireland NL (ASX:ZMI),https://www.listcorp.com/asx/zmi/zinc-of-ireland-nl,"	4656090",0.008,0,0,Materials
HFY,Hubify Limited (ASX:HFY),https://www.listcorp.com/asx/hfy/hubify-limited,"	4600230",0.009,0,0,Communication Services
AUH,AustChina Holdings Limited (ASX:AUH),https://www.listcorp.com/asx/auh/austchina-holdings-limited,"	4538080",0.002,0,33.33,Energy
LIO,Lion Energy Limited (ASX:LIO),https://www.listcorp.com/asx/lio/lion-energy-limited,"	4521680",0.011,0,10,Energy
