ASX Code,Company Name,Link,Market Cap,Last trade,Change,%Change,Sector
HTA,Hutchison Telecommunications (Australia) Limited (ASX:HTA),https://www.listcorp.com/asx/hta/hutchison-telecommunications-australia-limited,"	420748000",0.031,0,0,Communication Services
PAI,Platinum Asia Investments Limited (ASX:PAI),https://www.listcorp.com/asx/pai/platinum-asia-investments-limited,"	418347000",1.145,0.02,1.33,Financials
GLPR,iShares Core FTSE Global Property Ex Australia (AUD Hedged) ETF (ASX:GLPR),https://www.listcorp.com/asx/glpr/ishares-core-ftse-global-property-ex-australia-aud-hedged-etf,"	416398000",26.19,0.01,0.04,Unclassified
DXC,Dexus Convenience Retail Reit (ASX:DXC),https://www.listcorp.com/asx/dxc/dexus-convenience-retail-reit,"	416025000",3.02,0,0,Real Estate
HCW,HealthCo Healthcare and Wellness REIT (ASX:HCW),https://www.listcorp.com/asx/hcw/healthco-healthcare-and-wellness-reit,"	415383000",0.74,-0.02,-1.99,Real Estate
LOT,Lotus Resources Limited (ASX:LOT),https://www.listcorp.com/asx/lot/lotus-resources-limited,"	414725000",0.185,0.01,5.71,Energy
ALI,Argo Global Listed Infrastructure Limited (ASX:ALI),https://www.listcorp.com/asx/ali/argo-global-listed-infrastructure-limited,"	412443000",2.32,0,0,Financials
PMC,Platinum Capital Limited (ASX:PMC),https://www.listcorp.com/asx/pmc/platinum-capital-limited,"	412383000",1.39,0,0,Financials
WQG,WCM Global Growth Limited (ASX:WQG),https://www.listcorp.com/asx/wqg/wcm-global-growth-limited,"	411549000",1.8,-0.02,-0.83,Financials
FRGG,Franklin Global Growth Fund (Managed Fund) (ASX:FRGG),https://www.listcorp.com/asx/frgg/franklin-global-growth-fund-managed-fund,"	411314000",2.14,0.05,2.39,Unclassified
MYX,Mayne Pharma Group Limited (ASX:MYX),https://www.listcorp.com/asx/myx/mayne-pharma-group-limited,"	410291000",5.16,0.11,2.18,Health Care
IZZ,iShares China Large-Cap ETF (ASX:IZZ),https://www.listcorp.com/asx/izz/ishares-china-large-cap-etf,"	408921000",57.9,0.62,1.08,Unclassified
SYL,Symal Group Limited (ASX:SYL),https://www.listcorp.com/asx/syl/symal-group-limited,"	408558000",1.79,0.06,3.47,Industrials
EOL,Energy One Limited (ASX:EOL),https://www.listcorp.com/asx/eol/energy-one-limited,"	408235000",12.8,-0.23,-1.77,Information Technology
MEK,Meeka Metals Limited (ASX:MEK),https://www.listcorp.com/asx/mek/meeka-metals-limited,"	408199000",0.145,0,3.57,Materials
CDP,Carindale Property Trust (ASX:CDP),https://www.listcorp.com/asx/cdp/carindale-property-trust,"	407894000",4.96,0.03,0.61,Real Estate
MGX,Mount Gibson Iron Limited (ASX:MGX),https://www.listcorp.com/asx/mgx/mount-gibson-iron-limited,"	407248000",0.365,0.02,5.8,Materials
KGN,Kogan.com Limited (ASX:KGN),https://www.listcorp.com/asx/kgn/kogan.com-limited,"	404211000",4.05,-0.02,-0.49,Consumer Discretionary
F100,BetaShares FTSE 100 ETF (ASX:F100),https://www.listcorp.com/asx/f100/betashares-ftse-100-etf,"	402675000",13.87,-0.03,-0.22,Unclassified
PBH,Pointsbet Holdings Limited (ASX:PBH),https://www.listcorp.com/asx/pbh/pointsbet-holdings-limited,"	402519000",1.2,0.01,0.42,Consumer Discretionary
MMKT,Betashares Australian Cash Plus Fund (managed fund) (ASX:MMKT),https://www.listcorp.com/asx/mmkt/betashares-australian-cash-plus-fund-managed-fund,"	401314000",50.13,0,0,Unclassified
LLL,Leo Lithium Limited (ASX:LLL),https://www.listcorp.com/asx/lll/leo-lithium-limited,"	401204000",0.332997,0,0,Materials
OBL,Omni Bridgeway Limited (ASX:OBL),https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	399479000",1.39,0,0.36,Financials
DTR,Dateline Resources Limited (ASX:DTR),https://www.listcorp.com/asx/dtr/dateline-resources,"	394873000",0.135,0.01,8,Materials
ALK,Alkane Resources Limited (ASX:ALK),https://www.listcorp.com/asx/alk/alkane-resources-limited,"	393602000",0.65,0,0,Materials
PLUS,VanEck Australian Corporate Bond Plus ETF (ASX:PLUS),https://www.listcorp.com/asx/plus/vaneck-australian-corporate-bond-plus-etf,"	393472000",17.25,-0.01,-0.06,Unclassified
ATEC,BetaShares S&P/ASX Australian Technology ETF (ASX:ATEC),https://www.listcorp.com/asx/atec/betashares-s-and-p-asx-australian-technology-etf,"	393383000",31.8,-0.45,-1.4,Unclassified
MVE,Vaneck Vectors S&P/ASX Midcap ETF (ASX:MVE),https://www.listcorp.com/asx/mve/vaneck-vectors-s-and-p-asx-midcap-etf,"	391579000",43.38,-0.05,-0.12,Unclassified
WIA,WIA Gold Limited (ASX:WIA),https://www.listcorp.com/asx/wia/wia-gold-limited,"	389107000",0.28,0,-1.75,Materials
KSL,Kina Securities Limited (ASX:KSL),https://www.listcorp.com/asx/ksl/kina-securities-limited,"	386989000",1.33,-0.01,-0.75,Financials
MA1,MA Credit Income Trust (ASX:MA1),https://www.listcorp.com/asx/ma1/ma-credit-income-trust,"	386753000",2.03,0,0,Unclassified
DUR,Duratec Limited (ASX:DUR),https://www.listcorp.com/asx/dur/duratec-limited,"	386157000",1.53,0,0,Industrials
MAU,Magnetic Resources NL (ASX:MAU),https://www.listcorp.com/asx/mau/magnetic-resources,"	381046000",1.425,0,0.35,Materials
SYR,Syrah Resources Limited (ASX:SYR),https://www.listcorp.com/asx/syr/syrah-resources-limited,"	380419000",0.43,0.07,17.81,Materials
BFG,Bell Financial Group Limited (ASX:BFG),https://www.listcorp.com/asx/bfg/bell-financial-group-limited,"	380082000",1.195,0.01,0.84,Financials
IMM,Immutep Limited (ASX:IMM),https://www.listcorp.com/asx/imm/immutep-limited,"	379701000",0.255,0,-1.92,Health Care
IPG,IPD Group Ltd (ASX:IPG),https://www.listcorp.com/asx/ipg/ipd-group-ltd,"	378482000",3.66,0.01,0.27,Industrials
PTM,Platinum Asset Management Limited (ASX:PTM),https://www.listcorp.com/asx/ptm/platinum-asset-management-limited,"	378409000",0.62,-0.03,-4.62,Financials
ADH,Adairs Limited (ASX:ADH),https://www.listcorp.com/asx/adh/adairs-limited,"	378228000",2.11,-0.03,-1.4,Consumer Discretionary
AZY,Antipa Minerals Limited (ASX:AZY),https://www.listcorp.com/asx/azy/antipa-minerals,"	372143000",0.565,-0.01,-1.74,Materials
AVJ,AVJennings Limited (ASX:AVJ),https://www.listcorp.com/asx/avj/avjennings-limited,"	371250000",0.675,0.01,1.5,Consumer Discretionary
SKT,Sky Network Television Limited (ASX:SKT),https://www.listcorp.com/asx/skt/sky-network-television-limited,"	367592000",2.69,0.02,0.75,Communication Services
QRE,BetaShares Australian Resources Sector ETF (ASX:QRE),https://www.listcorp.com/asx/qre/betashares-australian-resources-sector-etf,"	366046000",7.06,0.04,0.57,Unclassified
GDI,GDI Property Group (ASX:GDI),https://www.listcorp.com/asx/gdi/gdi-property-group,"	365463000",0.68,0,0,Real Estate
PPS,Praemium Limited (ASX:PPS),https://www.listcorp.com/asx/pps/praemium-limited,"	365452000",0.775,0.01,1.31,Information Technology
IESG,iShares Core MSCI Australia ESG Leaders ETF (ASX:IESG),https://www.listcorp.com/asx/iesg/ishares-core-msci-australia-esg-leaders-etf,"	365365000",32.63,-0.42,-1.27,Unclassified
MEI,Meteoric Resources NL (ASX:MEI),https://www.listcorp.com/asx/mei/meteoric-resources,"	362291000",0.155,0,0,Materials
SPY,SPDR S&P 500 ETF Trust (ASX:SPY),https://www.listcorp.com/asx/spy/spdr-s-and-p-500-etf-trust,"	362092000",965.17,-3.2,-0.33,Unclassified
DN1,Dominion Income Trust 1 (ASX:DN1),https://www.listcorp.com/asx/dn1/dominion-income-trust-1,"	362078000",103.01,-1.94,-1.85,Unclassified
L1IF,L1 Capital International Fund (Managed Fund) (ASX:L1IF),https://www.listcorp.com/asx/l1if/l1-capital-international-fund-managed-fund,"	361366000",6.66,-0.01,-0.15,Unclassified
SGR,The Star Entertainment Group Limited (ASX:SGR),https://www.listcorp.com/asx/sgr/star-entertainment-group,"	358585000",0.12,-0.01,-4,Consumer Discretionary
WJL,Webjet Group Limited (ASX:WJL),https://www.listcorp.com/asx/wjl/webjet-group-limited,"	357203000",0.91,0,0,Unclassified
WCMQ,WCM Quality Global Growth Fund (Quoted Managed Fund) (ASX:WCMQ),https://www.listcorp.com/asx/wcmq/wcm-quality-global-growth-fund-quoted-managed-fund,"	356696000",10.01,0.01,0.1,Unclassified
LHGG,Lakehouse Global Growth Fund Active ETF (ASX:LHGG),https://www.listcorp.com/asx/lhgg/lakehouse-global-growth-fund-active-etf,"	352351000",2.51,0.03,1.21,Unclassified
TTT,Titomic Limited (ASX:TTT),https://www.listcorp.com/asx/ttt/titomic-limited,"	351326000",0.275,0.01,3.77,Materials
SHA,SHAPE Australia Corporation Limited (ASX:SHA),https://www.listcorp.com/asx/sha/shape-australia-corporation-limited,"	350655000",4.21,0.01,0.24,Industrials
AMH,AMCIL Limited (ASX:AMH),https://www.listcorp.com/asx/amh/amcil,"	350123000",1.115,0,0.45,Financials
RMC,Resimac Group Limited (ASX:RMC),https://www.listcorp.com/asx/rmc/resimac-group-limited,"	350043000",0.88,0,-0.56,Financials
ELS,Elsight Limited (ASX:ELS),https://www.listcorp.com/asx/els/elsight-limited,"	349852000",1.925,0,0,Information Technology
SPZ,Smart Parking Ltd (ASX:SPZ),https://www.listcorp.com/asx/spz/smart-parking,"	348630000",0.81,-0.04,-4.71,Industrials
NVX,Novonix Limited (ASX:NVX),https://www.listcorp.com/asx/nvx/novonix-limited,"	346863000",0.6,0.05,10.09,Information Technology
INR,Ioneer Ltd (ASX:INR),https://www.listcorp.com/asx/inr/ioneer-ltd,"	346031000",0.12,-0.01,-7.69,Materials
RBD,Restaurant Brands New Zealand Limited (ASX:RBD),https://www.listcorp.com/asx/rbd/restaurant-brands-new-zealand-limited,"	344957000",2.8,0.04,1.27,Consumer Discretionary
PE1,Pengana Private Equity Trust (ASX:PE1),https://www.listcorp.com/asx/pe1/pengana-private-equity-trust,"	344688000",1.26,0.01,0.8,Financials
FID,Fiducian Group Limited (ASX:FID),https://www.listcorp.com/asx/fid/fiducian-group-limited,"	344087000",11.14,0.24,2.2,Financials
VLUE,VanEck MSCI International Value ETF (ASX:VLUE),https://www.listcorp.com/asx/vlue/vaneck-msci-international-value-etf,"	341778000",28.46,-0.15,-0.52,Unclassified
TECH,Global X Morningstar Global Technology ETF (ASX:TECH),https://www.listcorp.com/asx/tech/global-x-morningstar-global-technology-etf,"	340843000",106.5,0.35,0.33,Unclassified
COG,COG Financial Services Limited (ASX:COG),https://www.listcorp.com/asx/cog/cog-financial-services-limited,"	340097000",1.68,-0.01,-0.3,Financials
STK,Strickland Metals Limited (ASX:STK),https://www.listcorp.com/asx/stk/strickland-metals-limited,"	339354000",0.15,0,0,Materials
AMI,Aurelia Metals Limited (ASX:AMI),https://www.listcorp.com/asx/ami/aurelia-metals-limited,"	338515000",0.19,-0.01,-5,Materials
SEMI,Global X Semiconductor ETF (ASX:SEMI),https://www.listcorp.com/asx/semi/global-x-semiconductor-etf,"	335300000",18.22,-0.08,-0.44,Unclassified
SM1,Synlait Milk Limited (ASX:SM1),https://www.listcorp.com/asx/sm1/synlait-milk,"	334775000",0.555,0,0,Consumer Staples
PAC,Pacific Current Group Limited (ASX:PAC),https://www.listcorp.com/asx/pac/pacific-current-group,"	333200000",11.06,0.01,0.09,Financials
GGUS,Betashares Geared US Equities Currency Hedged Complex ETF (ASX:GGUS),https://www.listcorp.com/asx/ggus/betashares-geared-us-equities-currency-hedged-complex-etf,"	332537000",44,-0.18,-0.41,Unclassified
GLOB,Barrow Hanley Global Share Fund (Managed Fund) (ASX:GLOB),https://www.listcorp.com/asx/glob/barrow-hanley-global-share-fund-managed-fund,"	331842000",4.73,0,0,Unclassified
ICOR,iShares Core Corporate Bond ETF (ASX:ICOR),https://www.listcorp.com/asx/icor/ishares-core-corporate-bond-etf,"	328158000",96.39,0.14,0.15,Unclassified
DXB,Dimerix Limited (ASX:DXB),https://www.listcorp.com/asx/dxb/dimerix-limited,"	327078000",0.53,-0.01,-2.75,Health Care
AGI,Ainsworth Game Technology Limited (ASX:AGI),https://www.listcorp.com/asx/agi/ainsworth-game-technology-limited,"	326690000",0.985,0.02,1.55,Consumer Discretionary
ISEC,iShares Enhanced Cash ETF (ASX:ISEC),https://www.listcorp.com/asx/isec/ishares-enhanced-cash-etf,"	326140000",100.73,0.06,0.06,Unclassified
LRV,Larvotto Resources Limited (ASX:LRV),https://www.listcorp.com/asx/lrv/larvotto-resources-limited,"	325808000",0.785,0,-0.63,Materials
IHD,iShares S&P/ASX Dividend Opportunities ETF (ASX:IHD),https://www.listcorp.com/asx/ihd/ishares-s-and-p-asx-dividend-opportunities-etf,"	325255000",15.11,-0.15,-0.98,Unclassified
HZN,Horizon Oil Limited (ASX:HZN),https://www.listcorp.com/asx/hzn/horizon-oil-limited,"	325060000",0.2,0,0,Energy
SKO,Serko Limited (ASX:SKO),https://www.listcorp.com/asx/sko/serko-limited,"	323960000",2.63,0.03,1.15,Information Technology
AESG,iShares Global Aggregate Bond ESG (AUD Hedged) ETF (ASX:AESG),https://www.listcorp.com/asx/aesg/ishares-global-aggregate-bond-esg-aud-hedged-etf,"	323527000",97.67,0.37,0.38,Unclassified
ATA,Atturra Limited (ASX:ATA),https://www.listcorp.com/asx/ata/atturra-limited,"	322142000",0.85,0,0,Information Technology
BBT,betr Entertainment Limited (ASX:BBT),https://www.listcorp.com/asx/bbt/betr-entertainment-limited,"	317910000",0.3,-0.01,-3.23,Consumer Discretionary
CVW,Clearview Wealth Limited (ASX:CVW),https://www.listcorp.com/asx/cvw/clearview-wealth-limited,"	315702000",0.48,0,0,Financials
SBM,St Barbara Limited (ASX:SBM),https://www.listcorp.com/asx/sbm/st-barbara-limited,"	314025000",0.3,0.01,3.45,Materials
MVR,Vaneck Vectors Australian Resources ETF (ASX:MVR),https://www.listcorp.com/asx/mvr/vaneck-vectors-australian-resources-etf,"	313452000",34.38,0.22,0.64,Unclassified
SVR,Solvar Limited (ASX:SVR),https://www.listcorp.com/asx/svr/solvar-limited,"	313404000",1.535,-0.08,-4.95,Financials
PIA,Pengana International Equities Limited (ASX:PIA),https://www.listcorp.com/asx/pia/pengana-international-equities-limited,"	312465000",1.245,0.03,2.47,Financials
APX,Appen Limited (ASX:APX),https://www.listcorp.com/asx/apx/appen-limited,"	311261000",1.18,0.01,0.43,Information Technology
XGOV,VanEck 10+ Year Australian Government Bond ETF (ASX:XGOV),https://www.listcorp.com/asx/xgov/vaneck-10-year-australian-government-bond-etf,"	311156000",51.65,-0.03,-0.06,Unclassified
CGS,Cogstate Limited (ASX:CGS),https://www.listcorp.com/asx/cgs/cogstate-limited,"	308994000",1.78,-0.04,-2.2,Health Care
WXHG,SPDR S&P World ex Australia Carbon Control (Hedged) Fund (ASX:WXHG),https://www.listcorp.com/asx/wxhg/spdr-s-and-p-world-ex-australia-carbon-control-hedged-fund,"	308817000",25.83,0,0,Unclassified
OCC,Orthocell Limited (ASX:OCC),https://www.listcorp.com/asx/occ/orthocell-limited,"	308448000",1.3,0.04,3.17,Health Care
3DA,Amaero Ltd (ASX:3DA),https://www.listcorp.com/asx/3da/amaero-ltd,"	308153000",0.48,0.04,7.87,Industrials
HUM,Humm Group Limited (ASX:HUM),https://www.listcorp.com/asx/hum/humm-group-limited,"	305347000",0.615,-0.01,-0.81,Financials
LF1,La Trobe Private Credit Fund (ASX:LF1),https://www.listcorp.com/asx/lf1/la-trobe-private-credit-fund,"	304500000",2.01,-0.02,-0.99,Unclassified
BRE,Brazilian Rare Earths Limited (ASX:BRE),https://www.listcorp.com/asx/bre/brazilian-rare-earths-limited,"	304336000",2.6,-0.1,-3.7,Materials
BOT,Botanix Pharmaceuticals Limited (ASX:BOT),https://www.listcorp.com/asx/bot/botanix-pharmaceuticals-limited,"	303975000",0.155,0,0,Health Care
RDY,ReadyTech Holdings Limited (ASX:RDY),https://www.listcorp.com/asx/rdy/readytech-holdings-limited,"	303968000",2.39,-0.07,-2.85,Information Technology
ACF,Acrow Limited (ASX:ACF),https://www.listcorp.com/asx/acf/acrow-limited,"	303382000",1.005,0.02,2.03,Industrials
MRE,Metrics Real Estate Multi-Strategy Fund (ASX:MRE),https://www.listcorp.com/asx/mre/metrics-real-estate-multi-strategy-fund,"	302833000",1.99,-0.01,-0.5,Unclassified
QMIX,SPDR MSCI World Quality Mix Fund (ASX:QMIX),https://www.listcorp.com/asx/qmix/spdr-msci-world-quality-mix-fund,"	301599000",32.98,-0.05,-0.15,Unclassified
AGX1,Antipodes Global Shares (Quoted Managed Fund) (ASX:AGX1),https://www.listcorp.com/asx/agx1/antipodes-global-shares,"	301543000",6.13,-0.04,-0.65,Unclassified
RCB,Russell Investments Australian Select Corporate Bond ETF (ASX:RCB),https://www.listcorp.com/asx/rcb/russell-investments-australian-select-corporate-bond-etf,"	299822000",20.32,0,0,Unclassified
WDIV,SPDR S&P Global Dividend Fund (ASX:WDIV),https://www.listcorp.com/asx/wdiv/spdr-s-and-p-global-dividend-fund,"	299238000",20.95,-0.07,-0.33,Unclassified
RG8,Regal Asian Investments Limited (ASX:RG8),https://www.listcorp.com/asx/rg8/regal-asian-investments-limited,"	298650000",2.02,0.02,1.25,Financials
VLC,Vanguard MSCI Australian Large Companies Index ETF (ASX:VLC),https://www.listcorp.com/asx/vlc/vanguard-msci-australian-large-companies-index-etf,"	298025000",85.51,-1.22,-1.41,Unclassified
MVF,Monash IVF Group Limited (ASX:MVF),https://www.listcorp.com/asx/mvf/monash-ivf-group-limited,"	296122000",0.75,-0.01,-1.32,Health Care
REP,RAM Essential Services Property Fund (ASX:REP),https://www.listcorp.com/asx/rep/ram-essential-services-property-fund,"	295688000",0.6,0.01,1.69,Real Estate
NTU,Northern Minerals Limited (ASX:NTU),https://www.listcorp.com/asx/ntu/northern-minerals-limited,"	292500000",0.034,0,-2.86,Materials
ESTX,Global X EURO STOXX 50 ETF (ASX:ESTX),https://www.listcorp.com/asx/estx/global-x-euro-stoxx-50-etf,"	292484000",105.21,-0.72,-0.68,Unclassified
XRF,XRF Scientific Limited (ASX:XRF),https://www.listcorp.com/asx/xrf/xrf-scientific-limited,"	290910000",2,-0.07,-3.38,Industrials
RBTZ,Betashares Global Robotics and Artificial Intelligence ETF (ASX:RBTZ),https://www.listcorp.com/asx/rbtz/betashares-global-robotics-and-artificial-intelligence-etf,"	288380000",14.51,0.21,1.47,Unclassified
LGI,LGI Limited (ASX:LGI),https://www.listcorp.com/asx/lgi/lgi-limited,"	286852000",3.23,0,0,Utilities
WIRE,Global X Copper Miners ETF (ASX:WIRE),https://www.listcorp.com/asx/wire/global-x-copper-miners-etf,"	285708000",13.77,0.09,0.66,Unclassified
BTL,Beetaloo Energy Australia Limited (ASX:BTL),https://www.listcorp.com/asx/btl/beetaloo-energy-australia-limited,"	283933000",0.235,0,2.17,Energy
SFC,Schaffer Corporation Limited (ASX:SFC),https://www.listcorp.com/asx/sfc/schaffer-corporation-limited,"	283504000",20.8,-0.06,-0.29,Consumer Discretionary
VYS,Vysarn Limited (ASX:VYS),https://www.listcorp.com/asx/vys/vysarn-limited,"	282183000",0.53,0,-0.93,Materials
RDV,Russell Investments High Dividend Australian Shares ETF (ASX:RDV),https://www.listcorp.com/asx/rdv/russell-investments-high-dividend-australian-shares-etf,"	277653000",33.64,-0.43,-1.26,Unclassified
CRN,Coronado Global Resources Inc. (ASX:CRN),https://www.listcorp.com/asx/crn/coronado-global-resources-inc.,"	276615000",0.17,0,3.03,Materials
MSTR,Morningstar International Shares Active ETF (Managed Fund) (ASX:MSTR),https://www.listcorp.com/asx/mstr/morningstar-international-shares-active-etf-managed-fund,"	274680000",8.88,-0.02,-0.22,Unclassified
QHSM,VanEck MSCI International Small Companies Quality (AUD Hedged) ETF (ASX:QHSM),https://www.listcorp.com/asx/qhsm/vaneck-msci-international-small-companies-quality-aud-hedged-etf,"	274391000",30.4,-0.25,-0.83,Unclassified
UMAX,BetaShares S&P 500 Yield Maximiser Fund (managed fund) (ASX:UMAX),https://www.listcorp.com/asx/umax/betashares-s-and-p-500-yield-maximiser-fund-managed-fund,"	269976000",25.3,-0.06,-0.24,Unclassified
GDF,Garda Property Group (ASX:GDF),https://www.listcorp.com/asx/gdf/garda-property-group,"	269918000",1.26,0.01,1.2,Real Estate
MAET,Munro Global Growth Fund (ASX:MAET),https://www.listcorp.com/asx/maet/munro-global-growth-fund,"	267802000",6.1,0.01,0.16,Unclassified
SVL,Silver Mines Limited (ASX:SVL),https://www.listcorp.com/asx/svl/silver-mines-limited,"	267469000",0.145,0,0,Materials
PSQ,Pacific Smiles Group Limited (ASX:PSQ),https://www.listcorp.com/asx/psq/pacific-smiles-group,"	265871000",1.67,0.03,1.52,Health Care
IHCB,iShares Core Global Corporate Bond (AUD Hedged) ETF (ASX:IHCB),https://www.listcorp.com/asx/ihcb/ishares-core-global-corporate-bond-aud-hedged-etf,"	264827000",92.02,0.22,0.24,Unclassified
AFP,AFT Pharmaceuticals Limited (ASX:AFP),https://www.listcorp.com/asx/afp/aft-pharmaceuticals-limited,"	262166000",2.45,-0.05,-2,Health Care
